name,platform,r-date,score,user score,developer,genre,players,critics,users,Goty,year
Monster Rancher Advance,GameBoyAdvance,"November 28, 2001",76,7.8,Tecmo,"Strategy,Breeding/Constructing",No info,11,5,0,2001
High Heat Major League Baseball 2002,PC,"March 14, 2001",76,7.6,3DO,"Sports,Traditional,Team,Baseball,Sim,Sim",1-2,12,14,0,2001
Triple Play Baseball,PlayStation,"March 12, 2001",76,7.2,EASports,"Sports,Traditional,Baseball,Sim",No info,8,6,0,2001
The Devil Inside,PC,"November 9, 2000",76,6.1,CryoInteractive,"Adventure,General,General",No info,9,14,0,2000
LEGO Batman: The Videogame,Xbox360,"September 23, 2008",76,7.9,Traveller'sTales,"Action Adventure,Modern,General,Modern",No Online Multiplayer,49,107,0,2008
Mortal Shell,PC,"August 18, 2020",76,6.6,ColdSymmetry,"Role-Playing,Action RPG",No Online Multiplayer,43,270,0,2020
SaGa: Scarlet Grace - Ambitions,PlayStation4,"December 3, 2019",76,tbd,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,11,0,0,2019
Atelier Ayesha Plus: The Alchemist of Dusk,PlayStationVita,"January 13, 2015",76,8.4,Gust,"Console-style RPG,Role-Playing,Japanese-Style",No Online Multiplayer,20,51,0,2015
The Fall,PC,"May 30, 2014",76,7.1,OverTheMoon,"Action,Action Adventure,Sci-Fi,General",No Online Multiplayer,17,70,0,2014
Trover Saves the Universe,PlayStation4,"May 31, 2019",76,8,SquanchGames,"Action,General",No Online Multiplayer,35,89,0,2019
Lego Star Wars,Xbox,"April 5, 2005",76,4.8,Traveller'sTales,"Action Adventure,Sci-Fi",1-2,43,42,0,2005
Super Chariot,Switch,"May 10, 2018",76,7.8,FrimaStudio,"Action,Platformer,2D",No Online Multiplayer,9,14,0,2018
Ketzal's Corridors,3DS,"April 12, 2012",76,7.6,KeysFactory,"General,Miscellaneous,Puzzle,Action,Puzzle,Action",No info,14,19,0,2012
Antipole,DS,"July 21, 2011",76,tbd,SaturnineGames,"Action,Platformer,Platformer,2D,2D",1 Player,7,0,0,2011
Elemental Gearbolt,PlayStation,"June 30, 1998",76,tbd,AlfaSystem,"Action,Shooter,Light Gun",1-2,11,0,0,1998
Riviera: The Promised Land,GameBoyAdvance,"June 28, 2005",76,8.6,Sting,"Role-Playing,Console-style RPG",1 Player,26,28,0,2005
Aegis Defenders,PC,"February 8, 2018",76,5.6,GUTSDepartment,"Role-Playing,Action RPG",No Online Multiplayer,11,5,0,2018
JumpJet Rex,PC,"January 14, 2015",76,7,TreeFortressGames,"Action,Platformer,2D",No Online Multiplayer,11,13,0,2015
Mutazione,PlayStation4,"September 19, 2019",76,7.2,DieGuteFabrik,"Adventure,Point-and-Click",No Online Multiplayer,11,19,0,2019
Friday the 13th: Killer Puzzle,Switch,"October 25, 2018",76,7.6,BlueWizardDigital,"Puzzle,Action",No Online Multiplayer,13,9,0,2018
Life is Strange: Episode 4 - Dark Room,PC,"July 28, 2015",76,8.6,DONTNODEntertainment,"Action Adventure,General",No info,9,252,0,2015
Clustertruck,PC,"September 27, 2016",76,7.1,"LandFallGames,LandFall","Action,Platformer,3D",No Online Multiplayer,14,54,0,2016
Contra ReBirth,Wii,"September 7, 2009",76,8.5,M2,"Action,Shooter,Platformer,Shooter,Scrolling,2D,Scrolling,Shoot-'Em-Up,Horizontal",No Online Multiplayer,20,19,0,2009
FIFA World Cup: Germany 2006,GameCube,"April 24, 2006",76,6.5,EACanada,"Sports,Traditional,Soccer,Sim",1-4,17,6,0,2006
Harvest Moon: Animal Parade,Wii,"November 12, 2009",76,8.7,"Natsume,MarvelousEntertainment","Strategy,Breeding/Constructing,General,Management,Breeding/Constructing,Business / Tycoon",No Online Multiplayer,10,26,0,2009
Ratchet & Clank Future: Quest for Booty,PlayStation3,"August 21, 2008",76,7.3,InsomniacGames,"Action,Platformer,Platformer,3D,3D",No Online Multiplayer,46,212,0,2008
L.A. Noire,PlayStation4,"November 14, 2017",76,7.8,TeamBondi,"Action Adventure,Adventure,3D,Open-World,Third-Person",No Online Multiplayer,17,216,0,2017
Resident Evil 5: Desperate Escape,Xbox360,"March 3, 2010",76,7.6,Capcom,"Action Adventure,Horror,Horror,Survival",No info,15,25,0,2010
Scarface: The World Is Yours,Xbox,"October 8, 2006",76,8.5,RadicalEntertainment,"Action Adventure,Modern",1 Player,41,52,0,2006
Call of Duty: Modern Warfare - Reflex Edition,Wii,"November 10, 2009",76,8.2,Treyarch,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",10  Online,45,124,0,2009
Burnout Dominator,PlayStation2,"March 6, 2007",76,7.7,CriterionGames,"Driving,Racing,Arcade",1-4,44,48,0,2007
Gun,PC,"November 8, 2005",76,7.9,"NeversoftEntertainment,Beenox","Action Adventure,Historic,General,Historic,Open-World",No Online Multiplayer,24,170,0,2005
Puzzle Quest: Galactrix,Xbox360,"April 8, 2009",76,7.6,InfiniteInteractive,"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Matching",2  Online,27,5,0,2009
Multiwinia: Survival of the Flattest,PC,"September 19, 2008",76,8.7,Introversion,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",4  Online,38,70,0,2008
The Beginner's Guide,PC,"October 1, 2015",76,7.5,DaveyWreden,"Adventure,General",No Online Multiplayer,35,301,0,2015
Pokken Tournament,WiiU,"March 18, 2016",76,7.3,BandaiNamcoGames,"Action,Fighting,3D",No info,74,325,0,2016
Roki,PC,"July 23, 2020",76,7.8,PolygonTreehouse,"Adventure,General",No Online Multiplayer,35,39,0,2020
Evan's Remains,PC,"June 11, 2020",76,tbd,MatiasSchmied,"Adventure,General",No Online Multiplayer,9,0,0,2020
The Surge 2,PC,"September 23, 2019",76,6.4,Deck13,"Role-Playing,Action RPG",No Online Multiplayer,39,144,0,2019
Old School Musical,Switch,"September 13, 2018",76,7.7,LaMoutarde,"Action,Rhythm,Music",Up to 4,16,9,0,2018
Crash Bandicoot N. Sane Trilogy,PC,"June 29, 2018",76,8.2,"VicariousVisions,IronGalaxyStudios","Miscellaneous,Compilation",No Online Multiplayer,8,180,0,2018
The Elder Scrolls Online: Summerset,PlayStation4,"June 5, 2018",76,5.5,ZeniMaxMedia,"Role-Playing,Massively Multiplayer",No info,9,35,0,2018
Masters of Anima,Switch,"April 10, 2018",76,6.8,PasstechGames,"Strategy,Real-Time,MOBA",No Online Multiplayer,9,16,0,2018
Wulverblade,PlayStation4,"January 30, 2018",76,6.4,DarkwindMedia,"Action,Beat-'Em-Up,2D",No Online Multiplayer,9,8,0,2018
Syberia,Switch,"October 20, 2017",76,7.3,KoalabsStudio,"Adventure,3D,Third-Person",No Online Multiplayer,8,32,0,2017
Chaos;Child,PlayStation4,"October 17, 2017",76,8.3,5pb,"Adventure,General,Visual Novel",No Online Multiplayer,18,30,0,2017
Piczle Lines DX,Switch,"August 24, 2017",76,7.6,ScoreStudios,"Puzzle,Action",No Online Multiplayer,7,15,0,2017
The Long Dark,XboxOne,"August 1, 2017",76,6.3,Hinterland,"Simulation,Action Adventure,General,Survival",No info,9,28,0,2017
Battlefield 1: They Shall Not Pass,PC,"March 14, 2017",76,4.9,EADICE,"Action,Shooter,First-Person,Tactical",No info,8,38,0,2017
ACA NeoGeo: Metal Slug 3,Switch,"March 9, 2017",76,7.7,"SNKPlaymore,Hamster","Action,Miscellaneous,Shooter,Compilation,Shoot-'Em-Up,Horizontal",No Online Multiplayer,7,35,0,2017
Call of Duty: Infinite Warfare - Sabotage,PlayStation4,"January 31, 2017",76,1.6,InfinityWard,"Action,Shooter,First-Person,Tactical",No info,11,35,0,2017
Werewolves Within,PlayStation4,"December 6, 2016",76,7.1,Ubisoft,"Miscellaneous,Party / Minigame",Up to 8,17,28,0,2016
Trackmania Turbo,XboxOne,"March 22, 2016",76,7.3,Nadeo,"Racing,Arcade,Automobile",Up to more than 64,12,40,0,2016
Far Cry 4: Valley of the Yetis,XboxOne,"March 10, 2015",76,7.4,UbisoftMontreal,"Action,Shooter,First-Person,Arcade",No info,7,25,0,2015
Castle In The Darkness,PC,"February 5, 2015",76,7.6,MattKap,"Action,Platformer,2D",No Online Multiplayer,10,28,0,2015
Assassin's Creed IV: Black Flag - Freedom Cry,XboxOne,"December 17, 2013",76,7.1,UbisoftMontreal,"Action Adventure,Historic,Open-World",No info,8,131,0,2013
BioShock Infinite: Burial at Sea - Episode One,PlayStation3,"November 12, 2013",76,8.2,IrrationalGames,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,7,130,0,2013
Volgarr the Viking,PC,"September 13, 2013",76,7.7,CrazyVikingStudios,"Action,General,General",No Online Multiplayer,9,98,0,2013
Deus Ex: Human Revolution - The Missing Link,Xbox360,"October 18, 2011",76,7,EidosMontreal,"Action Adventure,Sci-Fi,Sci-Fi,General",No info,18,27,0,2011
LEGO Star Wars III: The Clone Wars,Wii,"March 22, 2011",76,8.1,Traveller'sTales,"Action Adventure,Sci-Fi,Sci-Fi,General",No info,7,20,0,2011
Deathsmiles,Xbox360,"June 29, 2010",76,8.4,Cave,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Horizontal",No info,29,48,0,2010
Mario & Sonic at the Olympic Winter Games,DS,"October 13, 2009",76,8,"Sega,SegaSportsR&D","Sports,Olympic Sports,Olympic Sports,Individual,Athletics",No info,25,40,0,2009
Bubble Bobble Plus!,Wii,"May 25, 2009",76,5.7,TaitoCorporation,"Action,Platformer,Platformer,2D,2D",1-4,11,6,0,2009
Brothers in Arms: Hell's Highway,Xbox360,"September 23, 2008",76,8.2,GearboxSoftware,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",Up to 20,65,161,0,2008
Chessmaster LIVE,Xbox360,"January 30, 2008",76,6.9,UbisoftBulgaria,"Miscellaneous,Board Games,Board Games,Board / Card Game",2  Online,11,12,0,2008
MVP 07 NCAA Baseball,PlayStation2,"February 6, 2007",76,8.4,EACanada,"Sports,Traditional,Baseball,Sim",4  Online,25,15,0,2007
UEFA Euro 2004: Portugal,PC,"May 4, 2004",76,6.6,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",1-4,16,18,0,2004
Dominions II: The Ascension Wars,PC,"November 14, 2003",76,7.2,IllwinterDesignGroup,"Strategy,Turn-Based,Fantasy,General",1-16,8,10,0,2003
American Conquest,PC,"February 5, 2003",76,7.8,GSCGameWorld,"Strategy,Real-Time,Historic,Historic,Command",No Online Multiplayer,15,55,0,2003
Spyro 2: Season of Flame,GameBoyAdvance,"September 25, 2002",76,7,DigitalEclipse,"Action,Platformer,2D",1 Player,18,22,0,2002
Dave Mirra Freestyle BMX 2,Xbox,"November 28, 2001",76,7,"Z-Axis,Ltd.","Sports,Alternative,Biking",1-2,18,7,0,2001
Harvest Moon: Save the Homeland,PlayStation2,"November 22, 2001",76,8.7,VictorInteractiveSoftware,"Strategy,Breeding/Constructing",1 Player,14,73,0,2001
Boxing Fever,GameBoyAdvance,"October 11, 2001",76,tbd,DigitalFiction,"Sports,Traditional,Boxing",No info,10,0,0,2001
Sega Bass Fishing 2,Dreamcast,"August 21, 2001",76,8.3,WowEntertainment,"Sports,Nature,Fishing",No info,8,10,0,2001
Toy Story Racer,PlayStation,"March 5, 2001",76,8.4,Traveller'sTales,"Driving,Racing,Kart",No info,8,16,0,2001
Star Wars Episode I: Jedi Power Battles,Dreamcast,"October 18, 2000",76,8.2,LucasArts,"Action,Beat-'Em-Up",No info,14,26,0,2000
Star Trek: Invasion,PlayStation,"June 29, 2000",76,7.6,Warthog,"Simulation,Sci-Fi,Small Spaceship",1-2,12,7,0,2000
Call of Duty: Finest Hour,PlayStation2,"November 16, 2004",76,7.6,SparkUnlimited,"Action,Shooter,First-Person,Historic",16  Online,49,98,0,2004
Assassin's Creed Syndicate,PlayStation4,"October 23, 2015",76,6.8,UbisoftQuebec,"Historic,Action Adventure,Open-World",No Online Multiplayer,86,1955,0,2015
Twisted Metal,PlayStation3,"February 14, 2012",76,7.8,EatSleepPlay,"Simulation,Driving,Car Combat,Car Combat,Vehicle,Combat",Up to 16,69,291,0,2012
Yo-kai Watch,3DS,"November 6, 2015",76,8,Level5,"Japanese-Style,Role-Playing,Trainer",No Online Multiplayer,69,179,0,2015
WindJammers,PlayStation4,"August 29, 2017",76,6.8,DotEmu,"Sports,Individual,Other",2,30,13,0,2017
Super Mario Party,Switch,"October 5, 2018",76,7.2,"Nintendo,NdCube","Miscellaneous,Party / Minigame",Online Multiplayer,84,503,0,2018
Mario & Luigi: Paper Jam,3DS,"January 22, 2016",76,7.5,"Nintendo,AlphadreamCorporation","Role-Playing,Japanese-Style",No Online Multiplayer,76,206,0,2016
Divinity: Dragon Commander,PC,"August 6, 2013",76,7.1,LarianStudiosGames,"Role-Playing,Action RPG,Action RPG",1-4,37,257,0,2013
Penny Arcade Adventures: Episode One,Xbox360,"May 21, 2008",76,7.6,HotheadGames,"Adventure,General,General",No info,44,26,0,2008
Sonic Generations,PlayStation3,"November 1, 2011",76,8.3,"Sega,SonicTeam","Action,Platformer,Platformer,3D,3D",1 Player,38,320,0,2011
The Suffering: Ties That Bind,Xbox,"September 26, 2005",76,8.3,SurrealSoftware,"Action Adventure,Horror",1 Player,36,10,0,2005
Sushi Striker: The Way of Sushido,Switch,"June 8, 2018",76,7.8,indieszero,"Puzzle,Matching",2,44,64,0,2018
Donkey Konga,GameCube,"September 27, 2004",76,8,Namco,"Miscellaneous,Rhythm,Music",1-4,55,32,0,2004
Zuma's Revenge!,Xbox360,"July 11, 2012",76,7.1,PopCap,"Miscellaneous,Puzzle,Action,Puzzle,Action",No Online Multiplayer,17,20,0,2012
MLB 12: The Show,PlayStationVita,"March 6, 2012",76,7.7,SCEASanDiegoStudios,"Sports,Traditional,Team,Baseball,Sim,Sim",No info,15,43,0,2012
World of Tanks,XboxOne,"July 28, 2015",76,5.8,Wargaming.net,"Action,Simulation,Shooter,Vehicle,Third-Person,Combat,Tactical",No info,20,106,0,2015
NHL 07,PlayStation2,"September 12, 2006",76,4.7,EASports,"Sports,Traditional,Ice Hockey,Sim",4  Online,11,53,0,2006
The Denpa Men 2: Beyond the Waves,3DS,"May 30, 2013",76,6.4,GeniusSonorityInc.,"Role-Playing,General,General",No info,13,21,0,2013
Singularity,Xbox360,"June 29, 2010",76,7.7,RavenSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",Up to 12,70,181,0,2010
Rush for Berlin,PC,"June 12, 2006",76,7.5,Stormregion,"Strategy,Real-Time,Historic,General,Historic",6  Online,26,13,0,2006
Control: AWE,PlayStation4,"August 27, 2020",76,6.5,RemedyEntertainment,"Action Adventure,General",No Online Multiplayer,16,17,0,2020
Masquerada: Songs and Shadows,PlayStation4,"August 8, 2017",76,tbd,WitchingHourStudios,"Strategy,Turn-Based,Tactics",No info,16,0,0,2017
Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner,Wii,"August 11, 2008",76,7.9,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",1 Player,24,18,0,2008
Wolfenstein: The Old Blood,PlayStation4,"May 5, 2015",76,7.8,MachineGames,"Action,Shooter,First-Person,Arcade",No Online Multiplayer,54,435,0,2015
Tales From Space: About a Blob,PlayStation3,"February 8, 2011",76,7.8,DrinkBoxStudios,"Action,Platformer,Platformer,2D,2D",1-2,24,16,0,2011
Nioh: Dragon of the North,PlayStation4,"May 2, 2017",76,7.6,TeamNinja,"Role-Playing,Action RPG",No info,14,79,0,2017
The Club,Xbox360,"February 19, 2008",76,6.7,BizarreCreations,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",Up to 8,63,46,0,2008
Shadow Hearts: From the New World,PlayStation2,"March 7, 2006",76,8.3,Nautilus,"Role-Playing,Console-style RPG",1 Player,42,54,0,2006
PixelJunk SideScroller,PlayStation3,"October 25, 2011",76,7,Q-Games,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Horizontal",No info,33,22,0,2011
Fantasy Strike,Switch,"July 25, 2019",76,7.8,SirlinGames,"Action,Fighting,2D",2,11,37,0,2019
Flinthook,PlayStation4,"April 14, 2017",76,7,TributeGames,"Action,Platformer,2D",No info,14,21,0,2017
Azure Striker Gunvolt 2,3DS,"September 29, 2016",76,8,IntiCreates,"Action,Platformer,2D",No info,12,28,0,2016
Samurai Shodown,PC,"June 11, 2020",76,6.3,SNKCorporation,"Action,Fighting,2D",Up to 10,14,9,0,2020
Phoenix Wright: Ace Attorney - Justice for All,DS,"January 16, 2007",76,8.6,Capcom,"Adventure,First-Person,Visual Novel,Modern,Modern",No Online Multiplayer,51,158,0,2007
Kirby Super Star Ultra,DS,"September 22, 2008",76,8.8,HALLabs,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer,40,125,0,2008
Candleman: The Complete Journey,PC,"January 31, 2018",76,7,SpotlightorInteractive,"Action,Platformer,3D",No Online Multiplayer,13,7,0,2018
MAG,PlayStation3,"January 26, 2010",76,8.2,ZipperInteractive,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern,Arcade",Massively Multiplayer,83,558,0,2010
Metal Slug 3,Xbox,"May 26, 2004",76,5.4,SNK,"Action,Shooter,Scrolling",1-2,56,16,0,2004
Momodora: Reverie Under the Moonlight,PlayStation4,"March 16, 2017",76,7.3,Bombservice,"Action,Action Adventure,General,Open-World",No Online Multiplayer,22,39,0,2017
The Golf Club 2,PlayStation4,"June 27, 2017",76,5.9,"HBStudiosMultimedia,MaximumGames","Sports,Individual,Golf,Arcade",Up to 4,20,29,0,2017
Minutes,PlayStation4,"February 10, 2015",76,7.2,RedPhantomGames,"Action,General",No info,11,20,0,2015
Spec Ops: The Line,PC,"June 25, 2012",76,8.2,Yager,"Action,Shooter,Shooter,Third-Person,Tactical,Modern,Modern",No info,16,1605,0,2012
SingStar Vol. 2,PlayStation3,"October 28, 2008",76,tbd,SCEELondonStudio,"Action,Miscellaneous,Rhythm,Music,Music",No Online Multiplayer,36,0,0,2008
SuperEpic: The Entertainment War,Switch,"December 12, 2019",76,7.6,NumskullGames,"Action,Platformer,2D",No Online Multiplayer,10,12,0,2019
Sundered: Eldritch Edition,Switch,"December 21, 2018",76,7.2,ThunderLotusGames,"Action Adventure,General",No Online Multiplayer,10,21,0,2018
Deponia Doomsday,PC,"March 1, 2016",76,7.1,DaedalicEntertainment,"Adventure,Point-and-Click",No Online Multiplayer,29,103,0,2016
Dr. Mario Express,DS,"April 20, 2009",76,7.3,"Arika,Nintendo","Miscellaneous,Puzzle,Puzzle,General,Puzzle,Matching,General",1 Player,7,9,0,2009
Ever Oasis,3DS,"June 23, 2017",76,8.1,GREZZO,"Role-Playing,Action RPG",No Online Multiplayer,54,98,0,2017
Final Fantasy IX,Switch,"February 13, 2019",76,7.4,SquareSoft,"Role-Playing,Japanese-Style",No Online Multiplayer,19,79,0,2019
Rocketbirds: Hardboiled Chicken,PlayStationVita,"February 12, 2013",76,7.2,RatloopAsiaPteLtd,"Action,Adventure,General,General,Platformer,2D",2,18,40,0,2013
Hyper Light Drifter,XboxOne,"July 26, 2016",76,6.9,HeartMachine,"Role-Playing,Action RPG",No info,8,24,0,2016
Final Fantasy Fables: Chocobo's Dungeon,Wii,"July 8, 2008",76,8,h.a.n.d.Inc.,"Role-Playing,Action RPG,Action RPG,Roguelike",2  Online,34,23,0,2008
Phantasy Star Collection,GameBoyAdvance,"November 24, 2002",76,8.2,DigitalEclipse,"Role-Playing,Console-style RPG",1 Player,20,9,0,2002
Phantasy Star Collection,GameBoyAdvance,"November 24, 2002",76,8.2,DigitalEclipse,"Role-Playing,Console-style RPG",1 Player,20,9,0,2002
Beach Spikers: Virtua Beach Volleyball,GameCube,"August 12, 2002",76,8.4,SegaAM2,"Sports,Traditional,Volleyball",1-4,31,13,0,2002
High Heat Major League Baseball 2002,PlayStation2,"March 26, 2001",76,7.3,3DO,"Sports,Traditional,Baseball,Sim",1-2,17,7,0,2001
The Final Station,PC,"August 30, 2016",76,7.5,"tinyBuild,DoMyBestGames","Action Adventure,General,Linear",No Online Multiplayer,24,68,0,2016
EA Sports UFC 2,XboxOne,"March 15, 2016",76,5.6,EASports,"Sports,General,Individual,Combat,Boxing / Martial Arts",2,42,91,0,2016
Pillars of Eternity: The White March - Part 1,PC,"August 25, 2015",76,7.5,ObsidianEntertainment,"Role-Playing,Western-Style",No Online Multiplayer,22,144,0,2015
MVP 06 NCAA Baseball,PlayStation2,"January 18, 2006",76,8.6,EACanada,"Sports,Traditional,Baseball,Sim",2  Online,27,20,0,2006
Bombslinger,Switch,"April 11, 2018",76,7.1,Mode4,"Puzzle,Action",No Online Multiplayer,8,13,0,2018
Skylanders SuperChargers,XboxOne,"September 20, 2015",76,5.4,VicariousVisions,"Action,Platformer,3D",No info,15,22,0,2015
Brave Story: New Traveler,PSP,"July 31, 2007",76,7.7,GameRepublic,"Role-Playing,General,General,Japanese-Style",1 Player,30,34,0,2007
ATV Offroad Fury Pro,PSP,"October 26, 2006",76,7.2,"ClimaxGroup,ClimaxStudios","Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",4  Online,32,5,0,2006
Fallout 3: The Pitt,Xbox360,"March 24, 2009",76,7.3,BethesdaGameStudios,"Role-Playing,First-Person,First-Person,Western-Style",1 Player,30,69,0,2009
Neo Cab,PC,"October 3, 2019",76,4.8,ChanceAgency,"Adventure,General",No Online Multiplayer,17,23,0,2019
Hot Shots Golf: World Invitational,PlayStationVita,"February 7, 2012",76,8.1,ClapHanz,"Sports,Traditional,Individual,Golf,Arcade,Arcade",2,55,81,0,2012
The Sims 3,Xbox360,"October 26, 2010",76,7.5,TheSimsStudio,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",No Online Multiplayer,42,80,0,2010
Plants vs. Zombies: Battle for Neighborville,XboxOne,"October 18, 2019",76,5.4,PopCap,"Action,Shooter,Third-Person,Tactical",Up to 24,14,94,0,2019
Imperator: Rome,PC,"April 25, 2019",76,4.7,ParadoxDevelopmentStudio,"Strategy,Real-Time,General",Online Multiplayer,31,185,0,2019
Bit.Trip Runner,Wii,"May 17, 2010",76,8,GaijinGames,"Action,Miscellaneous,Rhythm,Music,Music",1 Player,25,37,0,2010
Mafia: Definitive Edition,PlayStation4,"September 25, 2020",76,8.2,Hangar13,"Action Adventure,Open-World",No Online Multiplayer,40,537,0,2020
Bloodroots,PC,"February 28, 2020",76,6,PaperCult,"Action,Beat-'Em-Up,3D",No Online Multiplayer,12,10,0,2020
Ys Origin,PC,"May 31, 2012",76,8.3,Falcom,"Role-Playing,Action RPG,Action RPG",No Online Multiplayer,7,129,0,2012
The Saboteur,PC,"December 8, 2009",76,7.8,PandemicStudios,"Action Adventure,Historic,Historic,Open-World",No info,20,299,0,2009
NHL 07,PSP,"September 12, 2006",76,6.5,EASports,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",4  Online,7,26,0,2006
Ultimate Block Party,PSP,"December 13, 2005",76,tbd,Magicpot,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",1-2,12,0,0,2005
Cat Quest II: The Lupus Empire,PC,"September 24, 2019",76,7.3,TheGentlebros,"Action,Role-Playing,General,Action RPG",No Online Multiplayer,14,21,0,2019
Heaven's Vault,PC,"April 16, 2019",76,5.3,inkle,"Adventure,General",No Online Multiplayer,21,23,0,2019
Kingdom Hearts: Chain of Memories,GameBoyAdvance,"December 7, 2004",76,8.8,JupiterCorporation,"Role-Playing,Action RPG",1 Player,37,263,0,2004
